falla_id,inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_deteccion,descripcion_falla,gravedad_1a5,causa_raiz,fecha_correccion,servicio_relacionado_id,ubicacion
FD-000039,EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-04-11T00:00:00Z,Sobrevelocidad detectada,8,Falta de limpieza,2024-04-29T00:00:00Z,,Planta 1 - Río Grande
FD-000101,EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-07-06T00:00:00Z,Fallo sensor de presión de aceite,2,Componente defectuoso,2022-07-18T00:00:00Z,SV-004992,Depósito 3 - Ushuaia
FD-000054,EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-08-13T00:00:00Z,Pérdida de presión en manguera,1,Falta de limpieza,2025-08-25T00:00:00Z,SV-002777,Depósito 3 - Ushuaia
FD-000096,EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-10-26T00:00:00Z,Válvula de rebose fuera de ajuste,5,Ajuste incorrecto,2024-11-12T00:00:00Z,SV-004556,Sucursal 2 - Ushuaia
FD-000083,EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-09T00:00:00Z,Fuga en conducto de combustible,4,Componente defectuoso,2025-09-25T00:00:00Z,SV-003983,Taller 2 - Río Grande
FD-000061,EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-04-20T00:00:00Z,Sobrevelocidad detectada,4,Ajuste incorrecto,2022-04-30T00:00:00Z,,Planta 3 - Río Grande
FD-000064,EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-10-06T00:00:00Z,Válvula de rebose fuera de ajuste,3,Ajuste incorrecto,1900-01-01T00:00:00Z,SV-003259,Planta 2 - Ushuaia
FD-000099,EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-09-07T00:00:00Z,Baja presión de combustible,4,Sobrecarga puntual,2024-09-07T00:00:00Z,SV-004860,Oficina 3 - Tolhuin
FD-000060,EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-04-28T00:00:00Z,Sobrevelocidad detectada,1,Falta de limpieza,2023-05-15T00:00:00Z,,Planta 3 - Tolhuin
FD-000062,EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-03-08T00:00:00Z,,2,Falta de limpieza,2022-03-26T00:00:00Z,,Planta 3 - Ushuaia
FD-000080,EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,,3,Componente defectuoso,2023-01-07T00:00:00Z,,Obra 1 - Río Grande
FD-000031,EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-16T00:00:00Z,Dificultad de arranque (batería baja),4,Sobrecarga puntual,2023-05-19T00:00:00Z,,Depósito 2 - Tolhuin
FD-000076,EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-02-13T00:00:00Z,Fuga en conducto de combustible,1,Ajuste incorrecto,2022-03-01T00:00:00Z,,Sucursal 4 - Ushuaia
FD-000046,EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2022-01-14T00:00:00Z,Inyectores con suciedad,1,Desgaste natural,2022-01-19T00:00:00Z,,Taller 4 - Tolhuin
FD-000069,EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-05-28T00:00:00Z,Sobrecalentamiento por filtro obstruido,3,Falta de limpieza,2022-06-13T00:00:00Z,,Taller 2 - Río Grande
FD-000004,EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-10-27T00:00:00Z,Sobrecalentamiento por filtro obstruido,3,Sobrecarga puntual,2024-11-10T00:00:00Z,SV-000324,Sucursal 3 - Ushuaia
FD-000066,EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-04-15T00:00:00Z,Pérdida de presión en manguera,10,Falta de limpieza,2025-04-20T00:00:00Z,,Oficina 2 - Tolhuin
FD-000105,EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-13T00:00:00Z,Sobretemperatura por radiador obstruido,3,Componente defectuoso,2024-08-27T00:00:00Z,,Planta 4 - Río Grande
FD-000067,EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-08-12T00:00:00Z,Pérdida de presión en manguera,3,Falta de limpieza,2025-08-18T00:00:00Z,,Oficina 2 - Ushuaia
FD-000058,EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-09-09T00:00:00Z,Sobrevelocidad detectada,5,Falta de limpieza,2024-09-17T00:00:00Z,,Obra 1 - Río Grande
FD-000059,EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-04-30T00:00:00Z,Fallo en bujías,2,Sobrecarga puntual,2025-05-10T00:00:00Z,SV-003467,Obra 1 - Río Grande
FD-000002,EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-09-06T00:00:00Z,Fallo en bujías,-10,Componente defectuoso,2022-09-23T00:00:00Z,SV-000116,Depósito 3 - Tolhuin
FD-000018,EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-06-20T00:00:00Z,Pérdida de presión en manguera,4,Sobrecarga puntual,2025-06-29T00:00:00Z,SV-001248,Taller 4 - Tolhuin
FD-000044,EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-04-08T00:00:00Z,Temperatura elevada del refrigerante,2,Sobrecarga puntual,2024-04-27T00:00:00Z,SV-002144,Sucursal 4 - Tolhuin
FD-000038,EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-11-03T00:00:00Z,Válvula de rebose fuera de ajuste,5,Ajuste incorrecto,2023-11-15T00:00:00Z,SV-002027,Planta 2 - Río Grande
FD-000007,EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-05T00:00:00Z,Dificultad de arranque (batería baja),5,Componente defectuoso,2022-12-24T00:00:00Z,SV-000224,Taller 2 - Ushuaia
FD-000075,EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2022-12-03T00:00:00Z,Baja presión de combustible,3,Desgaste natural,2022-12-17T00:00:00Z,SV-003799,Taller 3 - Tolhuin
FD-000021,EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-19T00:00:00Z,Válvula de rebose fuera de ajuste,4,Sobrecarga puntual,2023-11-02T00:00:00Z,SV-001419,Planta 3 - Río Grande
FD-000107,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-28T00:00:00Z,Dificultad de arranque (batería baja),5,Desgaste natural,2022-12-15T00:00:00Z,SV-004426,Obra 5 - Río Grande
FD-000052,EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-19T00:00:00Z,Desgaste de cepillos del alternador,3,Falta de limpieza,2023-12-25T00:00:00Z,,Oficina 1 - Tolhuin
FD-000046,EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2022-01-14T00:00:00Z,Inyectores con suciedad,1,Desgaste natural,2022-01-19T00:00:00Z,,Taller 4 - Ushuaia
FD-000110,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-17T00:00:00Z,Sobretemperatura por radiador obstruido,3,Desgaste natural,2023-05-06T00:00:00Z,SV-004487,Oficina 5 - Río Grande
FD-000102,EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-04-20T00:00:00Z,Temperatura elevada del refrigerante,4,Ajuste incorrecto,2024-05-08T00:00:00Z,,Depósito 3 - Ushuaia
FD-000076,EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-02-13T00:00:00Z,Fuga en conducto de combustible,1,Ajuste incorrecto,2022-03-01T00:00:00Z,,Sucursal 4 - Río Grande
FD-000056,EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-21T00:00:00Z,Fuga en conducto de combustible,1,Ajuste incorrecto,2024-03-21T00:00:00Z,SV-002923,Obra 5 - Tolhuin
FD-000010,EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-28T00:00:00Z,Dificultad de arranque (batería baja),4,Falta de limpieza,2022-12-01T00:00:00Z,SV-000480,Planta 5 - Ushuaia
FD-000103,EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-09-11T00:00:00Z,Fallo sensor de presión de aceite,-12,Desgaste natural,2023-09-20T00:00:00Z,,Depósito 3 - Ushuaia
FD-000088,EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-19T00:00:00Z,Fuga en conducto de combustible,2,Componente defectuoso,2024-06-07T00:00:00Z,,Oficina 1 - Ushuaia
FD-000042,EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-06-16T00:00:00Z,Pérdida de presión en manguera,3,Ajuste incorrecto,2024-06-20T00:00:00Z,SV-002358,Planta 5 - Tolhuin
FD-000077,EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-04T00:00:00Z,Fuga en conducto de combustible,5,Sobrecarga puntual,2024-05-09T00:00:00Z,,Sucursal 4 - Ushuaia
FD-000098,EQP-0031,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-02-19T00:00:00Z,Pérdida de presión en manguera,2,Ajuste incorrecto,2025-02-27T00:00:00Z,SV-004671,Oficina 3 - Río Grande
FD-000101,EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-07-06T00:00:00Z,Fallo sensor de presión de aceite,2,Componente defectuoso,2022-07-18T00:00:00Z,SV-004992,Depósito 3 - Ushuaia
FD-000094,EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-08-21T00:00:00Z,Fallo en bujías,4,Componente defectuoso,2025-09-06T00:00:00Z,SV-004889,Depósito 5 - Tolhuin
FD-000035,EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-22T00:00:00Z,,5,Desgaste natural,2025-03-24T00:00:00Z,SV-001762,Planta 4 - Tolhuin
FD-000013,EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-02-02T00:00:00Z,Batería sin carga,2,Ajuste incorrecto,2025-02-16T00:00:00Z,,Depósito 5 - Río Grande
FD-000090,EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-07-25T00:00:00Z,Fallo en bujías,2,Componente defectuoso,2025-08-05T00:00:00Z,,Obra 3 - Tolhuin
FD-000003,EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-14T00:00:00Z,Sobretemperatura por radiador obstruido,3,Sobrecarga puntual,2022-07-03T00:00:00Z,,Planta 4 - Río Grande
FD-000007,EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-05T00:00:00Z,Dificultad de arranque (batería baja),5,Componente defectuoso,2022-12-24T00:00:00Z,,Taller 2 - Ushuaia
FD-000100,EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2024-04-07T00:00:00Z,Inyectores con suciedad,5,Componente defectuoso,2024-04-20T00:00:00Z,,Oficina 2 - Río Grande
FD-000049,EQP-0049,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2025-01-22T00:00:00Z,Temperatura elevada del refrigerante,2,Desgaste natural,2025-01-25T00:00:00Z,,Sucursal 5 - Río Grande
FD-000104,EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-29T00:00:00Z,Dificultad de arranque (batería baja),3,Componente defectuoso,2024-07-31T00:00:00Z,,Planta 4 - Tolhuin
FD-000006,EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-21T00:00:00Z,Dificultad de arranque (batería baja),1,Desgaste natural,2024-03-29T00:00:00Z,SV-000236,Taller 2 - Ushuaia
FD-000081,EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-26T00:00:00Z,Fuga en conducto de combustible,3,Ajuste incorrecto,2023-04-06T00:00:00Z,,Taller 1 - Río Grande
FD-000043,EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2022-01-10T00:00:00Z,Baja presión de combustible,4,Falta de limpieza,2022-01-28T00:00:00Z,,Sucursal 4 - Tolhuin
FD-000001,EQP-0048,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-05-18T00:00:00Z,Bajo voltaje de salida,4,Ajuste incorrecto,1900-01-01T00:00:00Z,,Planta 3 - Ushuaia
FD-000028,EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-02-07T00:00:00Z,,4,Falta de limpieza,1900-01-01T00:00:00Z,,Depósito 3 - Río Grande
FD-000025,EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-17T00:00:00Z,Dificultad de arranque (batería baja),3,Componente defectuoso,2025-07-19T00:00:00Z,,Obra 5 - Tolhuin
FD-000019,EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-02-22T00:00:00Z,Quemador no enciende,3,Sobrecarga puntual,2023-03-05T00:00:00Z,,Planta 3 - Ushuaia
FD-000036,EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-12T00:00:00Z,Fuga en conducto de combustible,4,Componente defectuoso,2023-03-17T00:00:00Z,SV-001889,Sucursal 4 - Ushuaia
